board,bench,pair,q,sample_count,C_solo,C_a,C_b,C_pair,slowdown_a,slowdown_b,slowdown_pair,delta_a,delta_b,delta_pair,delta_pos_a,delta_pos_b,additive_violation,dominant_amplification,verdict,source_solo,source_a,source_b,source_pair
imx8mm,cjpeg_wrbmp,BUS+MEM,p99,1000,267652,320543,276100,311945,1.197611077,1.031563373,1.165487275,52891,8448,44293,52891,8448,0.7221017623,0.8374392619,OK,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e23/cjpeg_wrbmp__solo.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/cjpeg_wrbmp__BUS.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/cjpeg_wrbmp__MEM.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/cjpeg_wrbmp__BUS+MEM.txt
imx8mm,gsm_enc,LLC+BUS,p99,1000,11773470,12304382,13460009,13366954,1.045093927,1.143249102,1.135345315,530912,1686539,1593484,530912,1686539,0.7186106931,0.9448248751,OK,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e23/gsm_enc__solo.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/gsm_enc__LLC.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/gsm_enc__BUS.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/gsm_enc__LLC+BUS.txt
imx8mm,gsm_dec,LLC+BUS,p99,1000,3737120,3936096,4479296,4403910,1.053243139,1.19859571,1.178423492,198976,742176,666790,198976,742176,0.7084827956,0.8984257103,OK,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e23/gsm_dec__solo.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/gsm_dec__LLC.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/gsm_dec__BUS.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/gsm_dec__LLC+BUS.txt
imx8mm,mpeg2,LLC+BUS,p99,1000,565844971,571947010,589765892,586902545,1.010783941,1.04227469,1.037214387,6102039,23920921,21057574,6102039,23920921,0.701382342,0.8802994667,OK,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e23/mpeg2__solo.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/mpeg2__LLC.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/mpeg2__BUS.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/mpeg2__LLC+BUS.txt
imx8mm,prime,LLC+MEM,p99,1000,1106,1687,2094,2191,1.525316456,1.893309222,1.981012658,581,988,1085,581,988,0.6915232632,1.098178138,OK,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e23/prime__solo.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/prime__LLC.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/prime__MEM.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/prime__LLC+MEM.txt
imx8mm,md5,LLC+BUS,p99,1000,35960531,36231018,36693403,36648459,1.007521774,1.020379899,1.019130085,270487,732872,687928,270487,732872,0.6856249857,0.9386741477,OK,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e23/md5__solo.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/md5__LLC.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/md5__BUS.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/md5__LLC+BUS.txt
imx8mm,fac,LLC+BUS,p99,1000,837,863,8499,6071,1.031063321,10.15412186,7.253285544,26,7662,5234,26,7662,0.6808012487,0.6831114591,OK,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e23/fac__solo.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/fac__LLC.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/fac__BUS.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/fac__LLC+BUS.txt
imx8mm,recursion,BUS+MEM,p99,1000,4509,10013,5345,8792,2.220669772,1.185406964,1.949878022,5504,836,4283,5504,836,0.6755520505,0.7781613372,OK,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e23/recursion__solo.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/recursion__BUS.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/recursion__MEM.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/recursion__BUS+MEM.txt
imx8mm,cover,LLC+MEM,p99,1000,6130,6300,7173,6931,1.027732463,1.170146819,1.130668842,170,1043,801,170,1043,0.660346249,0.7679769895,OK,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e23/cover__solo.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/cover__LLC.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/cover__MEM.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/cover__LLC+MEM.txt
imx8mm,pm,BUS+MEM,p99,1000,21245966,21907930,21508126,21853508,1.031157162,1.012339284,1.02859564,661964,262160,607542,661964,262160,0.6574247612,0.91778707,OK,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e23/pm__solo.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/pm__BUS.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/pm__MEM.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/pm__BUS+MEM.txt
imx8mm,md5,BUS+MEM,p99,1000,35960531,36693403,36382139,36716469,1.020379899,1.011724187,1.021021325,732872,421608,755938,732872,421608,0.6547865706,1.031473436,OK,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e23/md5__solo.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/md5__BUS.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/md5__MEM.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/md5__BUS+MEM.txt
imx8mm,ndes,LLC+BUS,p99,1000,105844,107215,163234,143922,1.012953025,1.542213068,1.359755867,1371,57390,38078,1371,57390,0.6480148398,0.6634953825,OK,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e23/ndes__solo.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/ndes__LLC.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/ndes__BUS.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/ndes__LLC+BUS.txt
imx8mm,filterbank,LLC+BUS,p99,1000,15598199,15638183,16086499,15939821,1.002563373,1.031304896,1.021901375,39984,488300,341622,39984,488300,0.646663537,0.6996149908,OK,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e23/filterbank__solo.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/filterbank__LLC.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/filterbank__BUS.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/filterbank__LLC+BUS.txt
imx8mm,fmref,BUS+MEM,p99,1000,654551,997324,739076,925341,1.523676536,1.129134323,1.413703439,342773,84525,270790,342773,84525,0.6337263455,0.7899980454,OK,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e23/fmref__solo.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/fmref__BUS.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/fmref__MEM.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/fmref__BUS+MEM.txt
imx8mm,lms,BUS+MEM,p99,1000,460920,546897,480031,526857,1.186533455,1.041462727,1.143055194,85977,19111,65937,85977,19111,0.6274455694,0.7669144073,OK,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e23/lms__solo.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/lms__BUS.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/lms__MEM.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/lms__BUS+MEM.txt
imx8mm,duff,LLC+BUS,p99,1000,4835,4863,16657,12169,1.005791107,3.445087901,2.516856256,28,11822,7334,28,11822,0.6189029536,0.6203688039,OK,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e23/duff__solo.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/duff__LLC.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/duff__BUS.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/duff__LLC+BUS.txt
imx8mm,bitonic,BUS+MEM,p99,1000,22111,29781,23471,27496,1.346886165,1.061507847,1.243543937,7670,1360,5385,7670,1360,0.596345515,0.7020860495,OK,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e23/bitonic__solo.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/bitonic__BUS.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/bitonic__MEM.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/bitonic__BUS+MEM.txt
imx8mm,powerwindow,BUS+MEM,p99,1000,2885124,4108142,3302297,3855223,1.42390483,1.144594478,1.336241701,1223018,417173,970099,1223018,417173,0.5914548976,0.7932009177,OK,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e23/powerwindow__solo.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/powerwindow__BUS.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/powerwindow__MEM.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/powerwindow__BUS+MEM.txt
imx8mm,cjpeg_transupp,BUS+MEM,p99,1000,7182046,7755863,7286876,7579859,1.079896035,1.014596119,1.055389926,573817,104830,397813,573817,104830,0.5861854543,0.6932750337,OK,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e23/cjpeg_transupp__solo.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/cjpeg_transupp__BUS.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/cjpeg_transupp__MEM.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/cjpeg_transupp__BUS+MEM.txt
imx8mm,minver,LLC+BUS,p99,1000,6663,7626,56747,36536,1.144529491,8.516734204,5.483415879,963,50084,29873,963,50084,0.5852057907,0.5964579506,OK,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e23/minver__solo.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/minver__LLC.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/minver__BUS.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/minver__LLC+BUS.txt
imx8mm,binarysearch,BUS+MEM,p99,1000,1957,8614,2652,6241,4.401635156,1.355135411,3.189064895,6657,695,4284,6657,695,0.5826985854,0.643533123,OK,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e23/binarysearch__solo.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/binarysearch__BUS.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/binarysearch__MEM.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/binarysearch__BUS+MEM.txt
imx8mm,cubic,LLC+BUS,p99,1000,2122396,2274627,2546674,2457632,1.071726012,1.199905201,1.157951673,152231,424278,335236,152231,424278,0.5814930903,0.7901328846,OK,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e23/cubic__solo.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/cubic__LLC.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/cubic__BUS.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/cubic__LLC+BUS.txt
imx8mm,lift,BUS+MEM,p99,1000,1395904,1565366,1453033,1527250,1.121399466,1.040926167,1.094093863,169462,57129,131346,169462,57129,0.5796611516,0.7750764183,OK,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e23/lift__solo.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/lift__BUS.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/lift__MEM.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/lift__BUS+MEM.txt
imx8mm,duff,LLC+MEM,p99,1000,4835,4863,5812,5415,1.005791107,1.202068252,1.119958635,28,977,580,28,977,0.5771144279,0.593654043,OK,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e23/duff__solo.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/duff__LLC.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/duff__MEM.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/duff__LLC+MEM.txt
imx8mm,susan,BUS+MEM,p99,1000,78833825,80219331,79252198,79870275,1.017575019,1.005307024,1.013147275,1385506,418373,1036450,1385506,418373,0.5745673629,0.7480660495,OK,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e23/susan__solo.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/susan__BUS.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/susan__MEM.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/susan__BUS+MEM.txt
imx8mm,bitcount,BUS+MEM,p99,1000,30489,59694,31505,47764,1.957886451,1.033323494,1.566597789,29205,1016,17275,29205,1016,0.5716223818,0.5915083034,OK,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e23/bitcount__solo.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/bitcount__BUS.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/bitcount__MEM.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/bitcount__BUS+MEM.txt
imx8mm,filterbank,BUS+MEM,p99,1000,15598199,16086499,15668806,15916562,1.031304896,1.004526612,1.020410241,488300,70607,318363,488300,70607,0.5696171277,0.6519823879,OK,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e23/filterbank__solo.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/filterbank__BUS.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/filterbank__MEM.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/filterbank__BUS+MEM.txt
imx8mm,fac,LLC+MEM,p99,1000,837,863,1803,1401,1.031063321,2.154121864,1.673835125,26,966,564,26,966,0.5685483871,0.5838509317,OK,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e23/fac__solo.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/fac__LLC.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/fac__MEM.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/fac__LLC+MEM.txt
imx8mm,h264_dec,BUS+MEM,p99,1000,522915,1016574,610769,851051,1.944052093,1.168008185,1.627513076,493659,87854,328136,493659,87854,0.5642797324,0.6647017476,OK,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e23/h264_dec__solo.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/h264_dec__BUS.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/h264_dec__MEM.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/h264_dec__BUS+MEM.txt
imx8mm,ammunition,BUS+MEM,p99,1000,229123032,231535043,230151302,231050382,1.010527143,1.004487851,1.008411856,2412011,1028270,1927350,2412011,1028270,0.5602303998,0.79906352,OK,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e23/ammunition__solo.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/ammunition__BUS.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/ammunition__MEM.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/ammunition__BUS+MEM.txt
imx8mm,jfdctint,LLC+MEM,p99,1000,8550,8570,10249,9509,1.002339181,1.19871345,1.112163743,20,1699,959,20,1699,0.5578824898,0.5644496763,OK,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e23/jfdctint__solo.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/jfdctint__LLC.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/jfdctint__MEM.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/jfdctint__LLC+MEM.txt
imx8mm,ammunition,LLC+MEM,p99,1000,229123032,230005823,230151302,230188251,1.003852913,1.004487851,1.004649114,882791,1028270,1065219,882791,1028270,0.5573966503,1.035933169,OK,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e23/ammunition__solo.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/ammunition__LLC.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/ammunition__MEM.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/ammunition__LLC+MEM.txt
imx8mm,quicksort,BUS+MEM,p99,1000,6007896,7210823,6403542,6880248,1.200224338,1.065854336,1.145200916,1202927,395646,872352,1202927,395646,0.5457067022,0.7251911379,OK,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e23/quicksort__solo.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/quicksort__BUS.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/quicksort__MEM.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/quicksort__BUS+MEM.txt
imx8mm,gsm_enc,BUS+MEM,p99,1000,11773470,13460009,12493216,13079052,1.143249102,1.061132869,1.110891861,1686539,719746,1305582,1686539,719746,0.5425716405,0.7741190687,OK,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e23/gsm_enc__solo.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/gsm_enc__BUS.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/gsm_enc__MEM.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/gsm_enc__BUS+MEM.txt
imx8mm,fac,BUS+MEM,p99,1000,837,8499,1803,5518,10.15412186,2.154121864,6.592592593,7662,966,4681,7662,966,0.5425359295,0.6109370921,OK,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e23/fac__solo.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/fac__BUS.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/fac__MEM.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/fac__BUS+MEM.txt
imx8mm,gsm_dec,BUS+MEM,p99,1000,3737120,4479296,3963142,4259649,1.19859571,1.060480263,1.139821306,742176,226022,522529,742176,226022,0.5396922943,0.7040499828,OK,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e23/gsm_dec__solo.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/gsm_dec__BUS.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/gsm_dec__MEM.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/gsm_dec__BUS+MEM.txt
imx8mm,cubic,BUS+MEM,p99,1000,2122396,2546674,2276811,2434383,1.199905201,1.072755037,1.146997544,424278,154415,311987,424278,154415,0.5391235076,0.7353362654,OK,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e23/cubic__solo.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/cubic__BUS.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/cubic__MEM.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/cubic__BUS+MEM.txt
imx8mm,pm,LLC+MEM,p99,1000,21245966,21452812,21508126,21498133,1.009735778,1.012339284,1.011868935,206846,262160,252167,206846,262160,0.5376626312,0.9618820568,OK,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e23/pm__solo.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/pm__LLC.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/pm__MEM.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/pm__LLC+MEM.txt
imx8mm,mpeg2,BUS+MEM,p99,1000,565844971,589765892,574999470,583504530,1.04227469,1.016178458,1.031209183,23920921,9154499,17659559,23920921,9154499,0.5339179064,0.7382474529,OK,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e23/mpeg2__solo.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/mpeg2__BUS.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/mpeg2__MEM.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/mpeg2__BUS+MEM.txt
imx8mm,mpeg2,LLC+MEM,p99,1000,565844971,571947010,574999470,573787408,1.010783941,1.016178458,1.014036419,6102039,9154499,7942437,6102039,9154499,0.5205923519,0.8675993083,OK,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e23/mpeg2__solo.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/mpeg2__LLC.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/mpeg2__MEM.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/mpeg2__LLC+MEM.txt
imx8mm,sha,BUS+MEM,p99,1000,5419481,6207643,5631971,5925562,1.145431269,1.039208552,1.09338182,788162,212490,506081,788162,212490,0.5057512502,0.6421027657,OK,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e23/sha__solo.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/sha__BUS.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/sha__MEM.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/sha__BUS+MEM.txt
imx8mm,rad2deg,BUS+MEM,p99,1000,17221,23855,17984,20927,1.385227339,1.04430637,1.215202369,6634,763,3706,6634,763,0.5010139246,0.5586373229,OK,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e23/rad2deg__solo.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/rad2deg__BUS.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/rad2deg__MEM.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/rad2deg__BUS+MEM.txt
imx8mm,test3,LLC+MEM,p99,1000,754689258,793030759,835086828,814072714,1.050804355,1.106530693,1.07868597,38341501,80397570,59383456,38341501,80397570,0.5001172361,0.738622523,OK,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e23/test3__solo.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/test3__LLC.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/test3__MEM.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/test3__LLC+MEM.txt
imx8mm,filterbank,LLC+MEM,p99,1000,15598199,15638183,15668806,15653315,1.002563373,1.004526612,1.003533485,39984,70607,55116,39984,70607,0.4983769023,0.7806024898,OK,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e23/filterbank__solo.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/filterbank__LLC.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/filterbank__MEM.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/filterbank__LLC+MEM.txt
imx8mm,ndes,BUS+MEM,p99,1000,105844,163234,109691,135731,1.542213068,1.036345943,1.282368391,57390,3847,29887,57390,3847,0.4880546075,0.520770169,OK,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e23/ndes__solo.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/ndes__BUS.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/ndes__MEM.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/ndes__BUS+MEM.txt
imx8mm,powerwindow,LLC+MEM,p99,1000,2885124,3227268,3302297,3254645,1.11858901,1.144594478,1.128078031,342144,417173,369521,342144,417173,0.486649186,0.8857740074,OK,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e23/powerwindow__solo.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/powerwindow__LLC.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/powerwindow__MEM.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/powerwindow__LLC+MEM.txt
imx8mm,countnegative,LLC+MEM,p99,1000,33974,34567,35150,34832,1.017454524,1.034614705,1.025254606,593,1176,858,593,1176,0.4850197852,0.7295918367,OK,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e23/countnegative__solo.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/countnegative__LLC.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/countnegative__MEM.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/countnegative__LLC+MEM.txt
imx8mm,susan,LLC+MEM,p99,1000,78833825,79095093,79252198,79163362,1.003314161,1.005307024,1.004180147,261268,418373,329537,261268,418373,0.4848692177,0.7876631618,OK,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e23/susan__solo.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/susan__LLC.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/susan__MEM.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/susan__LLC+MEM.txt
