t_s,victim,c_obs,rampart_full,ratio,violation
721.33,fmref,722988.0,727400.933,0.9939,False
721.7,cosf,35841.0,59951.826,0.5978,False
736.62,test3,949651852.5,877025267.452,1.0828,True
737.03,jfdctint,11614.5,25117.031,0.4624,False
738.19,fac,9906.5,2439.197,4.0614,True
738.66,fir2dim,12850.0,14991.022,0.8572,False
739.12,fmref,659187.5,727400.933,0.9062,False
739.58,cosf,42193.0,59951.826,0.7038,False
753.07,test3,889889502.5,877025267.452,1.0147,True
753.42,jfdctint,10618.0,25117.031,0.4227,False
753.81,fac,9626.0,2439.197,3.9464,True
754.22,fir2dim,38253.5,14991.022,2.5518,True
754.61,fmref,732777.0,727400.933,1.0074,True
754.97,cosf,32364.5,59951.826,0.5398,False
767.73,test3,870632105.5,877025267.452,0.9927,False
768.09,jfdctint,36246.5,25117.031,1.4431,True
768.44,fac,4787.0,2439.197,1.9625,True
768.82,fir2dim,35922.5,14991.022,2.3963,True
769.21,fmref,761658.0,727400.933,1.0471,True
769.59,cosf,33432.0,59951.826,0.5576,False
783.71,test3,928402782.0,877025267.452,1.0586,True
784.1,jfdctint,31322.5,25117.031,1.2471,True
784.47,fac,8726.5,2439.197,3.5776,True
784.86,fir2dim,47898.5,14991.022,3.1951,True
785.24,fmref,740336.0,727400.933,1.0178,True
785.62,cosf,67470.5,59951.826,1.1254,True
798.95,test3,874953473.0,877025267.452,0.9976,False
799.35,jfdctint,37789.0,25117.031,1.5045,True
799.71,fac,4536.5,2439.197,1.8598,True
800.1,fir2dim,33022.0,14991.022,2.2028,True
801.17,fmref,743334.5,727400.933,1.0219,True
801.55,cosf,53436.5,59951.826,0.8913,False
814.8,test3,927195775.5,877025267.452,1.0572,True
815.15,jfdctint,26707.5,25117.031,1.0633,True
815.52,fac,1696.5,2439.197,0.6955,False
815.88,fir2dim,16593.5,14991.022,1.1069,True
816.26,fmref,742166.5,727400.933,1.0203,True
816.62,cosf,32186.5,59951.826,0.5369,False
830.26,test3,886586833.5,877025267.452,1.0109,True
830.64,jfdctint,24165.5,25117.031,0.9621,False
831.0,fac,1211.0,2439.197,0.4965,False
831.4,fir2dim,33423.0,14991.022,2.2295,True
831.84,fmref,734989.5,727400.933,1.0104,True
832.23,cosf,77149.0,59951.826,1.2868,True
845.54,test3,875553292.0,877025267.452,0.9983,False
845.93,jfdctint,29178.0,25117.031,1.1617,True
846.31,fac,1113.5,2439.197,0.4565,False
846.7,fir2dim,52988.0,14991.022,3.5346,True
847.09,fmref,738217.0,727400.933,1.0149,True
847.47,cosf,53488.0,59951.826,0.8922,False
862.1,test3,944954181.0,877025267.452,1.0775,True
862.46,jfdctint,24590.0,25117.031,0.979,False
862.89,fac,10145.0,2439.197,4.1592,True
864.31,fir2dim,32985.0,14991.022,2.2003,True
864.98,fmref,754121.0,727400.933,1.0367,True
865.36,cosf,31513.0,59951.826,0.5256,False
879.46,test3,930511791.0,877025267.452,1.061,True
879.88,jfdctint,11250.5,25117.031,0.4479,False
880.24,fac,1345.0,2439.197,0.5514,False
880.64,fir2dim,43729.0,14991.022,2.917,True
881.03,fmref,737081.5,727400.933,1.0133,True
881.42,cosf,53327.5,59951.826,0.8895,False
894.33,test3,879308985.0,877025267.452,1.0026,True
894.71,jfdctint,28900.0,25117.031,1.1506,True
895.07,fac,1026.5,2439.197,0.4208,False
895.43,fir2dim,28057.0,14991.022,1.8716,True
895.82,fmref,735475.5,727400.933,1.0111,True
896.18,cosf,36439.0,59951.826,0.6078,False
910.15,test3,885394144.0,877025267.452,1.0095,True
910.52,jfdctint,28723.5,25117.031,1.1436,True
910.88,fac,7998.0,2439.197,3.2789,True
911.25,fir2dim,19257.0,14991.022,1.2846,True
911.72,fmref,729808.0,727400.933,1.0033,True
912.18,cosf,31323.0,59951.826,0.5225,False
925.92,test3,874028233.5,877025267.452,0.9966,False
927.12,jfdctint,10767.0,25117.031,0.4287,False
927.49,fac,683.0,2439.197,0.28,False
927.93,fir2dim,13070.5,14991.022,0.8719,False
928.48,fmref,712009.5,727400.933,0.9788,False
928.91,cosf,31431.0,59951.826,0.5243,False
942.13,test3,887321759.0,877025267.452,1.0117,True
942.49,jfdctint,24449.0,25117.031,0.9734,False
942.85,fac,915.5,2439.197,0.3753,False
943.21,fir2dim,17639.5,14991.022,1.1767,True
943.65,fmref,739466.5,727400.933,1.0166,True
944.02,cosf,52757.0,59951.826,0.88,False
956.94,test3,872695661.5,877025267.452,0.9951,False
957.3,jfdctint,18471.5,25117.031,0.7354,False
957.73,fac,7781.5,2439.197,3.1902,True
958.13,fir2dim,36789.0,14991.022,2.4541,True
958.53,fmref,740707.5,727400.933,1.0183,True
958.89,cosf,32274.0,59951.826,0.5383,False
972.46,test3,880301925.5,877025267.452,1.0037,True
972.82,jfdctint,22394.0,25117.031,0.8916,False
973.18,fac,4810.0,2439.197,1.972,True
973.56,fir2dim,36435.5,14991.022,2.4305,True
973.95,fmref,743447.0,727400.933,1.0221,True
974.31,cosf,49567.0,59951.826,0.8268,False
987.61,test3,903032078.5,877025267.452,1.0297,True
988.0,jfdctint,39079.5,25117.031,1.5559,True
988.36,fac,1229.5,2439.197,0.5041,False
988.76,fir2dim,28467.0,14991.022,1.8989,True
990.25,fmref,749458.0,727400.933,1.0303,True
990.91,cosf,52298.0,59951.826,0.8723,False
1003.56,test3,868529633.0,877025267.452,0.9903,False
1003.92,jfdctint,12756.5,25117.031,0.5079,False
1004.33,fac,12333.0,2439.197,5.0562,True
1004.71,fir2dim,13729.0,14991.022,0.9158,False
1005.1,fmref,740714.5,727400.933,1.0183,True
1005.47,cosf,54965.0,59951.826,0.9168,False
1019.65,test3,958085005.5,877025267.452,1.0924,True
1020.02,jfdctint,9290.0,25117.031,0.3699,False
1020.38,fac,1279.5,2439.197,0.5246,False
1020.75,fir2dim,25508.0,14991.022,1.7016,True
1021.14,fmref,753962.0,727400.933,1.0365,True
1021.49,cosf,41085.0,59951.826,0.6853,False
1035.57,test3,941673723.0,877025267.452,1.0737,True
1035.93,jfdctint,10008.5,25117.031,0.3985,False
1036.3,fac,973.5,2439.197,0.3991,False
1036.7,fir2dim,28715.0,14991.022,1.9155,True
1037.1,fmref,737491.5,727400.933,1.0139,True
1037.46,cosf,32388.5,59951.826,0.5402,False
1050.62,test3,878240736.5,877025267.452,1.0014,True
1051.01,jfdctint,43001.5,25117.031,1.712,True
1051.39,fac,2540.0,2439.197,1.0413,True
1051.82,fir2dim,28673.0,14991.022,1.9127,True
1053.14,fmref,733583.0,727400.933,1.0085,True
1053.87,cosf,31309.5,59951.826,0.5222,False
1066.51,test3,864067480.5,877025267.452,0.9852,False
1066.88,jfdctint,45095.0,25117.031,1.7954,True
1067.24,fac,3941.5,2439.197,1.6159,True
1067.6,fir2dim,30977.0,14991.022,2.0664,True
1068.0,fmref,743083.5,727400.933,1.0216,True
1068.36,cosf,32129.5,59951.826,0.5359,False
1081.93,test3,884152161.0,877025267.452,1.0081,True
1082.29,jfdctint,22067.0,25117.031,0.8786,False
1082.65,fac,1134.0,2439.197,0.4649,False
1083.02,fir2dim,25629.0,14991.022,1.7096,True
1083.41,fmref,737528.5,727400.933,1.0139,True
1083.8,cosf,54061.0,59951.826,0.9017,False
1097.52,test3,887643040.5,877025267.452,1.0121,True
1097.89,jfdctint,8620.5,25117.031,0.3432,False
1098.48,fac,4592.0,2439.197,1.8826,True
1099.04,fir2dim,32297.0,14991.022,2.1544,True
1099.43,fmref,696058.5,727400.933,0.9569,False
1099.8,cosf,38338.0,59951.826,0.6395,False
1113.33,test3,870344285.5,877025267.452,0.9924,False
1113.69,jfdctint,10882.5,25117.031,0.4333,False
1114.08,fac,4605.0,2439.197,1.8879,True
1114.47,fir2dim,29660.0,14991.022,1.9785,True
1114.94,fmref,770863.0,727400.933,1.0597,True
1116.19,cosf,52730.0,59951.826,0.8795,False
1129.64,test3,873134858.5,877025267.452,0.9956,False
1129.99,jfdctint,24686.5,25117.031,0.9829,False
1130.35,fac,1104.0,2439.197,0.4526,False
1130.74,fir2dim,26840.5,14991.022,1.7904,True
1131.12,fmref,730450.5,727400.933,1.0042,True
1131.51,cosf,50358.0,59951.826,0.84,False
1144.36,test3,867736947.5,877025267.452,0.9894,False
1144.72,jfdctint,9732.0,25117.031,0.3875,False
1145.12,fac,12442.0,2439.197,5.1009,True
1145.49,fir2dim,14570.0,14991.022,0.9719,False
1145.88,fmref,746200.5,727400.933,1.0258,True
1146.24,cosf,58625.0,59951.826,0.9779,False
1158.91,test3,865319768.5,877025267.452,0.9867,False
1159.28,jfdctint,36367.5,25117.031,1.4479,True
1159.64,fac,990.5,2439.197,0.4061,False
1160.02,fir2dim,42927.0,14991.022,2.8635,True
1160.42,fmref,738252.0,727400.933,1.0149,True
1160.79,cosf,41016.0,59951.826,0.6841,False
1173.34,test3,869296262.0,877025267.452,0.9912,False
1173.7,jfdctint,23989.5,25117.031,0.9551,False
1174.09,fac,7129.5,2439.197,2.9229,True
1174.45,fir2dim,13449.0,14991.022,0.8971,False
1174.83,fmref,735957.0,727400.933,1.0118,True
1175.19,cosf,55253.0,59951.826,0.9216,False
1188.78,test3,881946029.0,877025267.452,1.0056,True
1189.14,jfdctint,9335.0,25117.031,0.3717,False
1189.5,fac,7670.0,2439.197,3.1445,True
1189.86,fir2dim,31158.5,14991.022,2.0785,True
1190.27,fmref,758101.5,727400.933,1.0422,True
1190.63,cosf,54095.0,59951.826,0.9023,False
1203.8,test3,877822319.5,877025267.452,1.0009,True
1204.15,jfdctint,9361.0,25117.031,0.3727,False
1204.51,fac,3320.0,2439.197,1.3611,True
1204.88,fir2dim,18521.0,14991.022,1.2355,True
1205.27,fmref,733993.0,727400.933,1.0091,True
1205.94,cosf,33964.0,59951.826,0.5665,False
1219.0,test3,877638737.0,877025267.452,1.0007,True
1219.39,jfdctint,27454.5,25117.031,1.0931,True
1219.76,fac,1498.0,2439.197,0.6141,False
1220.18,fir2dim,34197.5,14991.022,2.2812,True
1220.56,fmref,731754.5,727400.933,1.006,True
1220.93,cosf,48826.0,59951.826,0.8144,False
1234.34,test3,876517806.5,877025267.452,0.9994,False
1234.7,jfdctint,9857.5,25117.031,0.3925,False
1235.07,fac,908.5,2439.197,0.3725,False
1235.43,fir2dim,20837.0,14991.022,1.39,True
1235.8,fmref,676412.0,727400.933,0.9299,False
1236.16,cosf,30946.0,59951.826,0.5162,False
1250.1,test3,882646967.5,877025267.452,1.0064,True
1250.47,jfdctint,23185.0,25117.031,0.9231,False
1250.83,fac,4046.5,2439.197,1.6589,True
1251.2,fir2dim,25073.5,14991.022,1.6726,True
1251.6,fmref,752246.5,727400.933,1.0342,True
1251.97,cosf,32661.5,59951.826,0.5448,False
1265.46,test3,878031499.5,877025267.452,1.0011,True
1265.84,jfdctint,28226.5,25117.031,1.1238,True
1266.19,fac,5187.0,2439.197,2.1265,True
1266.55,fir2dim,13972.0,14991.022,0.932,False
1266.95,fmref,743187.0,727400.933,1.0217,True
1267.31,cosf,50381.5,59951.826,0.8404,False
1280.75,test3,879503790.0,877025267.452,1.0028,True
1281.14,jfdctint,43447.0,25117.031,1.7298,True
1281.57,fac,904.5,2439.197,0.3708,False
1282.06,fir2dim,13922.5,14991.022,0.9287,False
1282.46,fmref,699022.0,727400.933,0.961,False
1282.99,cosf,60195.0,59951.826,1.0041,True
1296.11,test3,887356630.0,877025267.452,1.0118,True
1296.47,jfdctint,8682.0,25117.031,0.3457,False
1296.83,fac,4450.5,2439.197,1.8246,True
1297.19,fir2dim,24867.0,14991.022,1.6588,True
1297.58,fmref,729161.5,727400.933,1.0024,True
1297.96,cosf,56175.0,59951.826,0.937,False
1311.49,test3,878846047.0,877025267.452,1.0021,True
1311.88,jfdctint,43671.5,25117.031,1.7387,True
1312.24,fac,6177.0,2439.197,2.5324,True
1312.61,fir2dim,32090.5,14991.022,2.1406,True
1313.0,fmref,739584.5,727400.933,1.0167,True
1313.36,cosf,45313.5,59951.826,0.7558,False
1326.56,test3,876770679.0,877025267.452,0.9997,False
1326.91,jfdctint,8553.5,25117.031,0.3405,False
1327.27,fac,5854.0,2439.197,2.4,True
1327.67,fir2dim,30298.5,14991.022,2.0211,True
1328.07,fmref,740093.0,727400.933,1.0174,True
1328.44,cosf,49064.5,59951.826,0.8184,False
1342.37,test3,888998781.5,877025267.452,1.0137,True
1342.76,jfdctint,28386.0,25117.031,1.1301,True
1343.11,fac,6125.0,2439.197,2.5111,True
1343.48,fir2dim,16098.5,14991.022,1.0739,True
1343.9,fmref,759290.5,727400.933,1.0438,True
1344.26,cosf,36465.5,59951.826,0.6082,False
1358.05,test3,896382568.0,877025267.452,1.0221,True
1358.43,jfdctint,13487.0,25117.031,0.537,False
1358.79,fac,3201.5,2439.197,1.3125,True
1359.15,fir2dim,24934.0,14991.022,1.6633,True
1359.55,fmref,739337.0,727400.933,1.0164,True
1359.96,cosf,79384.0,59951.826,1.3241,True
1373.03,test3,880001432.5,877025267.452,1.0034,True
1373.39,jfdctint,34272.5,25117.031,1.3645,True
1373.75,fac,4986.5,2439.197,2.0443,True
1374.12,fir2dim,30655.5,14991.022,2.0449,True
1374.51,fmref,732670.5,727400.933,1.0072,True
1374.87,cosf,71862.5,59951.826,1.1987,True
1387.32,test3,870355542.5,877025267.452,0.9924,False
1387.68,jfdctint,10815.5,25117.031,0.4306,False
1388.04,fac,5657.5,2439.197,2.3194,True
1388.41,fir2dim,26603.0,14991.022,1.7746,True
1388.81,fmref,752347.5,727400.933,1.0343,True
1389.17,cosf,32148.5,59951.826,0.5362,False
1402.82,test3,879548720.5,877025267.452,1.0029,True
1403.18,jfdctint,10214.0,25117.031,0.4067,False
1403.54,fac,4585.0,2439.197,1.8797,True
1403.9,fir2dim,29139.0,14991.022,1.9438,True
